info,source,game_num
"doubleyo7 - 4 x 4, RoB_the_SloB - 6 x 4, liar, donny34 accuses RoB_the_SloB ( 4 x d-6 ) .. there were 3, RoB_the_SloB - 1 x 2, donny34 - 1 x 3, doubleyo7 - 1 x 4, RoB_the_SloB - 3 x 4, liar, donny34 accuses RoB_the_SloB ( 4 x d-3 ) .. there were 5, donny34 - 5 x 2, doubleyo7 - 5 x 4, liar, RoB_the_SloB accuses doubleyo7 ( 4 x d-5 ) .. there were 3, doubleyo7 - 4 x 4, liar, RoB_the_SloB accuses doubleyo7 ( 4 x d-4 ) .. there were 3, doubleyo7 - 5 x 3, liar, RoB_the_SloB accuses doubleyo7 ( 3 x d-5 ) .. there were 2, doubleyo7 - 4 x 2, RoB_the_SloB - 3 x 3, donny34 - 4 x 3, doubleyo7 - 4 x 4, liar, RoB_the_SloB accuses doubleyo7 ( 4 x d-4 ) .. there were 4, RoB_the_SloB - 1 x 1, donny34 - 6 x 2, liar, doubleyo7 accuses donny34 ( 2 x d-6 ) .. there were 2, doubleyo7 - 4 x 2, RoB_the_SloB - 2 x 3, liar, donny34 accuses RoB_the_SloB ( 3 x d-2 ) .. there were 3, donny34 - 5 x 1, doubleyo7 - 1 x 2, RoB_the_SloB - 6 x 2, donny34 - 6 x 3, liar, doubleyo7 accuses donny34 ( 3 x d-6 ) .. there were 3, RoB_the_SloB - 6 x 1, donny34 - 6 x 3, liar, RoB_the_SloB accuses donny34 ( 3 x d-6 ) .. there were 2, donny34 - 4 x 1, RoB_the_SloB - 5 x 1, liar, donny34 accuses RoB_the_SloB ( 1 x d-5 ) .. there were 0, RoB_the_SloB - 4 x 1, donny34 - 4 x 2, liar, RoB_the_SloB accuses donny34 ( 2 x d-4 ) .. there was 1, donny34 - 5 x 1, RoB_the_SloB - 5 x 2, liar, donny34 accuses RoB_the_SloB ( 2 x d-5 ) .. there were 2",funnode-liars-dice-61497.txt,61497
[Site www.FunNode.com],funnode-liars-dice-61498.txt,61498
[P0 RoB_the_SloB],funnode-liars-dice-61498.txt,61498
[P0-Elo 0.0],funnode-liars-dice-61498.txt,61498
[P1 doubleyo7],funnode-liars-dice-61498.txt,61498
[P1-Elo 0.0],funnode-liars-dice-61498.txt,61498
[P2 donny34],funnode-liars-dice-61498.txt,61498
[P2-Elo 0.0],funnode-liars-dice-61498.txt,61498
[Timer Fischer],funnode-liars-dice-61498.txt,61498
[Timers -1 + 0],funnode-liars-dice-61498.txt,61498
[Re-roll false],funnode-liars-dice-61498.txt,61498
